 741          	               27.0019      	               2            	               2048         	               741          	               1            	               256 
Header:       	              iwavelength   	              Frequency     	              NumberOfCycles              	              Record Length 	              PointsPerCycle              	              BWReduction   	              Averages
Time(s)       	              X Field(A/m)  	              Y Field (A/m) 	              Kerr (V)      	              Ref (V)       	              Processed
-0.0271105    	              -19590.81     	               305.3567     	               2.450515E-02               	               5.727657E-04               	               18.13381 
-0.0270605    	              -19327.31     	               305.7892     	               2.453737E-02               	               5.792009E-04               	               18.36166 
-0.0270105    	              -19062.2      	               306.2216     	               2.456782E-02               	               5.792009E-04               	               18.38445 
-0.0269605    	              -18795.57     	               306.2823     	               0.0245952    	               5.792009E-04               	               18.40493 
-0.0269105    	              -18527.31     	               306.7148     	               2.463626E-02               	               5.792009E-04               	               18.43566 
-0.0268605    	              -18257.45     	               306.7754     	               2.466008E-02               	               5.792009E-04               	               18.45348 
-0.0268105    	              -17985.72     	               307.2079     	               2.467567E-02               	               5.792009E-04               	               18.46515 
-0.0267605    	              -17712.05     	               307.6403     	               2.471654E-02               	               5.792009E-04               	               18.49573 
-0.0267105    	              -17436.82     	               308.0728     	               2.474918E-02               	               5.792009E-04               	               18.52016 
-0.0266605    	              -17160.12     	               308.1335     	               2.476454E-02               	               5.792009E-04               	               18.53165 
-0.0266105    	              -16881.88     	               308.5659     	               0.0248       	               5.792009E-04               	               18.55819 
-0.0265605    	              -16602.24     	               308.9984     	               2.483365E-02               	               5.792009E-04               	               18.58337 
-0.0265105    	              -16321.18     	               309.4308     	               2.486934E-02               	               5.792009E-04               	               18.61008 
-0.0264605    	              -16038.66     	               309.8633     	               2.489033E-02               	               5.727657E-04               	               18.41885 
-0.0264105    	              -15754.81     	               309.924      	               2.490948E-02               	               5.792009E-04               	               18.64012 
-0.0263605    	              -15469.65     	               309.9846     	               2.494742E-02               	               5.792009E-04               	               18.66851 
-0.0263105    	              -15183.13     	               309.6736     	               2.495775E-02               	               5.792009E-04               	               18.67624 
-0.0262605    	              -14895.34     	               309.3625     	               0.0249804    	               5.792009E-04               	               18.69318 
-0.0262105    	              -14606.26     	               309.0514     	               0.0250141    	               5.792009E-04               	               18.7184 
-0.0261605    	              -14315.85     	               308.7403     	               2.504081E-02               	               5.792009E-04               	               18.73839 
-0.0261105    	              -14024.23     	               308.4292     	               2.505533E-02               	               5.792009E-04               	               18.74926 
-0.0260605    	              -13731.33     	               308.1182     	               2.507832E-02               	               5.792009E-04               	               18.76646 
-0.0260105    	              -13437.14     	               307.8071     	               2.509946E-02               	               5.792009E-04               	               18.78228 
-0.0259605    	              -13141.86     	               307.496      	               2.512387E-02               	               5.792009E-04               	               18.80055 
-0.0259105    	              -12845.71     	               306.8131     	               2.514898E-02               	               5.792009E-04               	               18.81934 
-0.0258605    	              -12548.56     	               306.5021     	               2.516319E-02               	               5.792009E-04               	               18.82997 
-0.0258105    	              -12250.28     	               306.191      	               2.517809E-02               	               5.792009E-04               	               18.84112 
-0.0257605    	              -11950.8      	               305.8799     	               2.520014E-02               	               5.792009E-04               	               18.85762 
-0.0257105    	              -11650.23     	               305.5688     	               0.0252216    	               5.792009E-04               	               18.87368 
-0.0256605    	              -11348.97     	               305.2578     	               2.524115E-02               	               5.792009E-04               	               18.88831 
-0.0256105    	              -11046.89     	               304.9467     	               2.525106E-02               	               5.792009E-04               	               18.89573 
-0.0255605    	              -10743.81     	               304.6356     	               2.524748E-02               	               5.792009E-04               	               18.89304 
-0.0255105    	              -10439.84     	               304.3245     	               2.526003E-02               	               5.792009E-04               	               18.90244 
-0.0254605    	              -10135.22     	               303.6417     	               2.527712E-02               	               5.792009E-04               	               18.91523 
-0.0254105    	              -9829.831     	               303.3306     	               2.528326E-02               	               5.792009E-04               	               18.91982 
-0.0253605    	              -9523.638     	               302.6477     	               2.530297E-02               	               5.792009E-04               	               18.93457 
-0.0253105    	              -9216.849     	               302.3367     	               2.531944E-02               	               5.792009E-04               	               18.94689 
-0.0252605    	              -8909.419     	               302.0256     	               2.531852E-02               	               5.792009E-04               	               18.94621 
-0.0252105    	              -8601.448     	               301.3427     	               2.531825E-02               	               5.792009E-04               	               18.946 
-0.0251605    	              -8292.838     	               300.6599     	               2.530315E-02               	               5.792009E-04               	               18.93471 
-0.0251105    	              -7983.72      	               299.9771     	               2.530415E-02               	               5.792009E-04               	               18.93546 
-0.0250605    	              -7674.038     	               299.2942     	               2.530708E-02               	               5.792009E-04               	               18.93765 
-0.0250105    	              -7363.783     	               298.6114     	               2.531066E-02               	               5.792009E-04               	               18.94032 
-0.0249605    	              -7053.196     	               297.5568     	               2.529551E-02               	               5.792009E-04               	               18.92899 
-0.0249105    	              -6742.234     	               296.5022     	               2.527326E-02               	               5.792009E-04               	               18.91234 
-0.0248605    	              -6430.897     	               295.4475     	               0.0252658    	               5.792009E-04               	               18.90676 
-0.0248105    	              -6119.263     	               294.3929     	               2.524864E-02               	               5.792009E-04               	               18.89391 
-0.0247605    	              -5807.274     	               293.3383     	               2.522437E-02               	               5.727657E-04               	               18.66604 
-0.0247105    	              -5494.977     	               292.2837     	               2.519426E-02               	               5.792009E-04               	               18.85322 
-0.0246605    	              -5182.414     	               291.2291     	               2.515575E-02               	               5.727657E-04               	               18.61525 
-0.0246105    	              -4869.521     	               290.1745     	               2.510881E-02               	               5.663306E-04               	               18.37177 
-0.0245605    	              -4556.406     	               289.1199     	               2.505088E-02               	               5.663306E-04               	               18.32938 
-0.0245105    	              -4243.27      	               288.0653     	               2.499097E-02               	               5.727657E-04               	               18.49331 
-0.0244605    	              -3929.857     	               287.0107     	               2.490586E-02               	               5.727657E-04               	               18.43034 
-0.0244105    	              -3616.191     	               285.9561     	               2.483168E-02               	               5.663306E-04               	               18.16899 
-0.0243605    	              -3302.371     	               284.9015     	               2.472458E-02               	               5.663306E-04               	               18.09063 
-0.0243105    	              -2988.639     	               283.8469     	               2.460904E-02               	               5.663306E-04               	               18.00609 
-0.0242605    	              -2674.852     	               282.7923     	               2.446572E-02               	               5.727657E-04               	               18.10463 
-0.0242105    	              -2360.953     	               281.7376     	               2.430882E-02               	               5.663306E-04               	               17.78642 
-0.0241605    	              -2047.143     	               280.683      	               2.412156E-02               	               5.663306E-04               	               17.6494 
-0.0241105    	              -1733.299     	               279.2567     	               2.390265E-02               	               5.663306E-04               	               17.48924 
-0.0240605    	              -1419.357     	               277.8303     	               2.366758E-02               	               5.663306E-04               	               17.31724 
-0.0240105    	              -1105.592     	               276.7757     	               2.336733E-02               	               5.663306E-04               	               17.09755 
-0.0239605    	              -792.1133     	               275.7211     	               2.298645E-02               	               5.727657E-04               	               17.00997 
-0.0239105    	              -478.834      	               274.2947     	               2.256619E-02               	               5.792009E-04               	               16.8866 
-0.0238605    	              -165.8086     	               272.8683     	               2.203175E-02               	               5.792009E-04               	               16.48667 
-0.0238105    	               146.9297     	               271.8137     	               2.135998E-02               	               5.792009E-04               	               15.98398 
-0.0237605    	               459.4473     	               270.3874     	               2.049414E-02               	               5.792009E-04               	               15.33605 
-0.0237105    	               771.7344     	               268.5892     	               0.0189019    	               5.792009E-04               	               14.14456 
-0.0236605    	               1083.734     	               267.1628     	               1.533044E-02               	               5.920712E-04               	               11.7269 
-0.0236105    	               1395.535     	               265.3647     	               4.893429E-03               	               5.920712E-04               	               3.74319 
-0.0235605    	               1707.094     	               263.5666     	              -0.0111202    	               5.985063E-04               	              -8.598764 
-0.0235105    	               2018.387     	               261.7684     	              -2.082784E-02               	               6.049415E-04               	              -16.27842 
-0.0234605    	               2329.459     	               259.9703     	              -2.389568E-02               	               6.113766E-04               	              -18.87483 
-0.0234105    	               2640.223     	               257.8004     	              -2.473182E-02               	               6.113766E-04               	              -19.53528 
-0.0233605    	               2950.412     	               255.6305     	              -2.497454E-02               	               6.113766E-04               	              -19.727 
-0.0233105    	               3260.148     	               253.4606     	              -2.506717E-02               	               6.178117E-04               	              -20.00858 
-0.0232605    	               3569.531     	               251.2907     	              -0.0250961    	               6.178117E-04               	              -20.03167 
-0.0232105    	               3878.352     	               249.1208     	              -2.509743E-02               	               6.113766E-04               	              -19.82407 
-0.0231605    	               4186.686     	               246.9509     	              -2.509047E-02               	               6.178117E-04               	              -20.02718 
-0.0231105    	               4494.457     	               244.781      	              -2.505977E-02               	               6.178117E-04               	              -20.00267 
-0.0230605    	               4801.588     	               242.2393     	              -2.502984E-02               	               6.178117E-04               	              -19.97878 
-0.0230105    	               5108.078     	               239.6976     	              -2.498904E-02               	               6.178117E-04               	              -19.94621 
-0.0229605    	               5413.873     	               237.5277     	              -2.493997E-02               	               6.178117E-04               	              -19.90705 
-0.0229105    	               5719.006     	               235.7296     	              -2.489037E-02               	               6.178117E-04               	              -19.86746 
-0.0228605    	               6023.488     	               233.9315     	              -0.0248222    	               6.178117E-04               	              -19.81304 
-0.0228105    	               6327.254     	               231.7616     	              -0.0247625    	               6.178117E-04               	              -19.76539 
-0.0227605    	               6630.379     	               229.2199     	              -2.469969E-02               	               6.178117E-04               	              -19.71525 
-0.0227105    	               6932.83      	               227.05       	              -2.461444E-02               	               6.178117E-04               	              -19.6472 
-0.0226605    	               7234.52      	               224.5084     	              -2.454669E-02               	               6.178117E-04               	              -19.59313 
-0.0226105    	               7535.369     	               222.3385     	              -0.0244797    	               6.178117E-04               	              -19.53966 
-0.0225605    	               7835.48      	               219.7968     	              -2.440058E-02               	               6.178117E-04               	              -19.4765 
-0.0225105    	               8134.609     	               217.2551     	              -2.434026E-02               	               6.178117E-04               	              -19.42836 
-0.0224605    	               8432.689     	               214.7135     	              -2.426525E-02               	               6.242469E-04               	              -19.57023 
-0.0224105    	               8729.908     	               212.1718     	              -2.419873E-02               	               6.178117E-04               	              -19.31539 
-0.0223605    	               9026.354     	               209.6301     	              -2.412909E-02               	               6.178117E-04               	              -19.2598 
-0.0223105    	               9321.816     	               207.0885     	              -0.0240512    	               6.178117E-04               	              -19.19763 
-0.0222605    	               9616.199     	               204.5468     	              -2.398954E-02               	               6.178117E-04               	              -19.14841 
-0.0222105    	               9909.555     	               202.0051     	              -2.391059E-02               	               6.178117E-04               	              -19.08539 
-0.0221605    	               10201.89     	               199.4635     	              -0.0238324    	               6.178117E-04               	              -19.02299 
-0.0221105    	               10493.2      	               196.9218     	              -2.375757E-02               	               6.178117E-04               	              -18.96325 
-0.0220605    	               10783.49     	               194.3802     	              -2.370152E-02               	               6.178117E-04               	              -18.91851 
-0.0220105    	               11072.84     	               191.8385     	              -2.363078E-02               	               6.178117E-04               	              -18.86205 
-0.0219605    	               11361.2      	               189.2968     	              -0.0235698    	               6.178117E-04               	              -18.81337 
-0.0219105    	               11648.49     	               186.7552     	              -2.350313E-02               	               6.178117E-04               	              -18.76016 
-0.0218605    	               11934.54     	               184.2135     	              -2.343467E-02               	               6.178117E-04               	              -18.70551 
-0.0218105    	               12219.53     	               181.6718     	              -0.0233734    	               6.178117E-04               	              -18.6566 
-0.0217605    	               12503.48     	               179.1302     	              -2.331546E-02               	               6.178117E-04               	              -18.61036 
-0.0217105    	               12786.19     	               176.5885     	              -2.324539E-02               	               6.178117E-04               	              -18.55443 
-0.0216605    	               13067.79     	               174.0468     	              -2.319154E-02               	               6.178117E-04               	              -18.51145 
-0.0216105    	               13348.15     	               171.5052     	              -2.312298E-02               	               6.178117E-04               	              -18.45673 
-0.0215605    	               13627.22     	               168.9635     	              -2.306807E-02               	               6.178117E-04               	              -18.4129 
-0.0215105    	               13905.01     	               166.4218     	              -2.301779E-02               	               6.178117E-04               	              -18.37276 
-0.0214605    	               14181.54     	               163.8801     	              -2.295667E-02               	               6.113766E-04               	              -18.13311 
-0.0214105    	               14456.8      	               161.3385     	              -2.290789E-02               	               6.178117E-04               	              -18.28504 
-0.0213605    	               14730.81     	               158.7968     	              -2.284311E-02               	               6.178117E-04               	              -18.23333 
-0.0213105    	               15003.48     	               156.2551     	              -2.278553E-02               	               6.178117E-04               	              -18.18738 
-0.0212605    	               15274.78     	               153.7135     	              -2.273258E-02               	               6.049415E-04               	              -17.76711 
-0.0212105    	               15544.77     	               151.1718     	              -2.268423E-02               	               6.178117E-04               	              -18.10652 
-0.0211605    	               15813.42     	               148.6301     	              -2.264566E-02               	               6.049415E-04               	              -17.69918 
-0.0211105    	               16080.84     	               145.7167     	              -2.258978E-02               	               6.113766E-04               	              -17.84331 
-0.0210605    	               16346.83     	               142.8032     	              -2.254625E-02               	               6.178117E-04               	              -17.99638 
-0.0210105    	               16611.37     	               140.2616     	              -2.249703E-02               	               6.113766E-04               	              -17.77005 
-0.0209605    	               16874.41     	               137.7199     	              -2.244081E-02               	               6.113766E-04               	              -17.72565 
-0.0209105    	               17136.02     	               134.8065     	              -2.240339E-02               	               6.113766E-04               	              -17.69608 
-0.0208605    	               17396.2      	               131.893      	              -2.236284E-02               	               6.049415E-04               	              -17.47814 
-0.0208105    	               17654.95     	               129.3513     	              -2.231013E-02               	               6.049415E-04               	              -17.43694 
-0.0207605    	               17912.3      	               126.8097     	              -2.227363E-02               	               6.049415E-04               	              -17.40841 
-0.0207105    	               18168.26     	               124.268      	              -0.0222327    	               6.113766E-04               	              -17.56127 
-0.0206605    	               18422.81     	               121.7263     	              -2.218348E-02               	               6.049415E-04               	              -17.33795 
-0.0206105    	               18675.99     	               118.8129     	              -2.214531E-02               	               6.049415E-04               	              -17.30812 
-0.0205605    	               18927.63     	               115.8995     	              -2.210914E-02               	               6.049415E-04               	              -17.27985 
-0.0205105    	               19177.63     	               112.986      	              -2.208145E-02               	               6.049415E-04               	              -17.2582 
-0.0204605    	               19426.1      	               110.0726     	              -2.204287E-02               	               6.049415E-04               	              -17.22806 
-0.0204105    	               19672.9      	               106.7874     	              -2.200117E-02               	               6.049415E-04               	              -17.19546 
-0.0203605    	               19918.17     	               103.8739     	              -2.195889E-02               	               6.049415E-04               	              -17.16241 
-0.0203105    	               20161.82     	               100.5887     	              -2.193022E-02               	               6.049415E-04               	              -17.14001 
-0.0202605    	               20403.79     	               97.67531     	              -2.188939E-02               	               6.049415E-04               	              -17.1081 
-0.0202105    	               20644.11     	               95.13364     	              -2.185572E-02               	               6.049415E-04               	              -17.08178 
-0.0201605    	               20882.79     	               92.59196     	              -2.182662E-02               	               6.049415E-04               	              -17.05904 
-0.0201105    	               21119.81     	               90.05029     	              -2.179696E-02               	               6.049415E-04               	              -17.03586 
-0.0200605    	               21355.22     	               87.50862     	              -2.175897E-02               	               6.049415E-04               	              -17.00617 
-0.0200105    	               21588.85     	               84.59518     	              -2.173201E-02               	               6.049415E-04               	              -16.9851 
-0.0199605    	               21820.58     	               82.05351     	              -0.0217019    	               6.049415E-04               	              -16.96156 
-0.0199105    	               22050.63     	               79.14008     	              -0.0216712    	               6.049415E-04               	              -16.93756 
-0.0198605    	               22278.95     	               76.5984      	              -2.165151E-02               	               6.049415E-04               	              -16.92218 
-0.0198105    	               22505.38     	               74.05673     	              -2.163124E-02               	               6.049415E-04               	              -16.90634 
-0.0197605    	               22729.94     	               71.1433      	              -2.159749E-02               	               6.049415E-04               	              -16.87996 
-0.0197105    	               22952.65     	               68.22986     	              -2.157861E-02               	               6.049415E-04               	              -16.86521 
-0.0196605    	               23173.5      	               64.94466     	              -2.155271E-02               	               6.049415E-04               	              -16.84496 
-0.0196105    	               23392.51     	               62.40298     	              -2.152619E-02               	               6.049415E-04               	              -16.82423 
-0.0195605    	               23609.68     	               59.48955     	              -2.149521E-02               	               6.049415E-04               	              -16.80002 
-0.0195105    	               23824.99     	               56.94788     	              -2.148295E-02               	               6.049415E-04               	              -16.79044 
-0.0194605    	               24038.46     	               54.4062      	              -2.145462E-02               	               6.049415E-04               	              -16.7683 
-0.0194105    	               24250.1      	               51.86453     	              -2.143727E-02               	               6.049415E-04               	              -16.75474 
-0.0193605    	               24459.73     	               49.32286     	              -2.141932E-02               	               6.049415E-04               	              -16.74071 
-0.0193105    	               24667.38     	               46.78119     	              -2.139302E-02               	               6.049415E-04               	              -16.72015 
-0.0192605    	               24873.24     	               44.23953     	              -2.137383E-02               	               6.049415E-04               	              -16.70515 
-0.0192105    	               25077.21     	               41.32611     	              -2.134499E-02               	               6.113766E-04               	              -16.86007 
-0.0191605    	               25279.24     	               38.04092     	              -2.133614E-02               	               6.113766E-04               	              -16.85308 
-0.0191105    	               25479.35     	               35.1275      	              -2.131892E-02               	               6.049415E-04               	              -16.66224 
-0.0190605    	               25677.56     	               32.58585     	              -2.130366E-02               	               6.113766E-04               	              -16.82743 
-0.0190105    	               25873.9      	               30.04419     	              -2.128129E-02               	               6.049415E-04               	              -16.63283 
-0.0189605    	               26068.37     	               27.50253     	              -2.128536E-02               	               6.049415E-04               	              -16.63601 
-0.0189105    	               26260.99     	               24.96088     	              -2.125784E-02               	               6.049415E-04               	              -16.6145 
-0.0188605    	               26451.74     	               22.41922     	              -2.123482E-02               	               6.049415E-04               	              -16.59651 
-0.0188105    	               26640.45     	               19.87756     	              -2.122146E-02               	               6.049415E-04               	              -16.58607 
-0.0187605    	               26827.08     	               17.33591     	              -2.122678E-02               	               6.049415E-04               	              -16.59023 
-0.0187105    	               27011.78     	               14.79425     	              -2.121985E-02               	               6.049415E-04               	              -16.58481 
-0.0186605    	               27194.45     	               12.25259     	              -2.120194E-02               	               6.113766E-04               	              -16.74708 
-0.0186105    	               27375.03     	               9.710938     	              -0.0211911    	               6.113766E-04               	              -16.73852 
-0.0185605    	               27553.53     	               7.169281     	              -2.118861E-02               	               6.049415E-04               	              -16.56039 
-0.0185105    	               27729.96     	               4.627625     	              -2.116999E-02               	               6.113766E-04               	              -16.72184 
-0.0184605    	               27904.34     	               2.085968     	              -2.116099E-02               	               6.049415E-04               	              -16.53881 
-0.0184105    	               28076.68     	              -0.4556885    	              -2.115647E-02               	               6.049415E-04               	              -16.53527 
-0.0183605    	               28247        	              -2.253815     	              -2.115384E-02               	               6.049415E-04               	              -16.53321 
-0.0183105    	               28415.3      	              -4.795471     	              -0.0211518    	               6.049415E-04               	              -16.53162 
-0.0182605    	               28581.43     	              -7.337128     	              -2.114521E-02               	               6.049415E-04               	              -16.52647 
-0.0182105    	               28745.33     	              -9.507019     	              -2.114308E-02               	               6.049415E-04               	              -16.52481 
-0.0181605    	               28907.13     	              -12.04868     	              -2.114154E-02               	               6.049415E-04               	              -16.5236 
-0.0181105    	               29066.76     	              -14.59033     	              -2.113929E-02               	               6.049415E-04               	              -16.52185 
-0.0180605    	               29224.18     	              -16.76022     	              -2.115182E-02               	               6.049415E-04               	              -16.53163 
-0.0180105    	               29379.5      	              -19.30188     	              -2.115717E-02               	               6.113766E-04               	              -16.71172 
-0.0179605    	               29532.63     	              -21.84354     	              -2.115021E-02               	               6.049415E-04               	              -16.53037 
-0.0179105    	               29683.59     	              -24.38519     	              -2.116444E-02               	               6.049415E-04               	              -16.5415 
-0.0178605    	               29832.39     	              -26.55508     	              -2.115862E-02               	               6.049415E-04               	              -16.53695 
-0.0178105    	               29979.04     	              -28.72498     	              -2.115592E-02               	               6.049415E-04               	              -16.53484 
-0.0177605    	               30123.49     	              -30.89487     	              -2.115119E-02               	               6.049415E-04               	              -16.53115 
-0.0177105    	               30265.71     	              -33.43652     	              -2.115992E-02               	               6.049415E-04               	              -16.53797 
-0.0176605    	               30405.77     	              -35.60641     	              -2.116015E-02               	               6.049415E-04               	              -16.53815 
-0.0176105    	               30543.58     	              -38.14807     	              -2.116609E-02               	               6.049415E-04               	              -16.54279 
-0.0175605    	               30679.25     	              -40.68973     	              -2.116869E-02               	               6.049415E-04               	              -16.54482 
-0.0175105    	               30812.88     	              -43.23138     	              -2.118213E-02               	               6.049415E-04               	              -16.55533 
-0.0174605    	               30944.35     	              -45.02951     	              -2.119738E-02               	               6.049415E-04               	              -16.56724 
-0.0174105    	               31073.64     	              -47.1994      	              -2.120155E-02               	               6.049415E-04               	              -16.5705 
-0.0173605    	               31200.74     	              -48.99753     	              -2.120236E-02               	               6.049415E-04               	              -16.57114 
-0.0173105    	               31325.65     	              -50.79565     	              -2.121529E-02               	               6.049415E-04               	              -16.58124 
-0.0172605    	               31448.4      	              -52.96555     	              -2.122485E-02               	               6.049415E-04               	              -16.58871 
-0.0172105    	               31569.01     	              -54.76367     	              -2.123878E-02               	               6.049415E-04               	              -16.5996 
-0.0171605    	               31687.4      	              -56.93356     	              -0.0212519    	               6.049415E-04               	              -16.60986 
-0.0171105    	               31803.5      	              -59.10345     	              -2.127068E-02               	               6.049415E-04               	              -16.62454 
-0.0170605    	               31917.42     	              -61.27335     	              -2.127706E-02               	               6.049415E-04               	              -16.62952 
-0.0170105    	               32029.24     	              -63.44324     	              -2.128132E-02               	               6.049415E-04               	              -16.63285 
-0.0169605    	               32138.85     	              -65.61313     	              -2.130927E-02               	               5.985063E-04               	              -16.47753 
-0.0169105    	               32246.16     	              -67.78302     	              -2.132093E-02               	               6.049415E-04               	              -16.66381 
-0.0168605    	               32351.23     	              -69.95291     	              -0.0213395    	               5.920712E-04               	              -16.32348 
-0.0168105    	               32454.21     	              -71.37927     	              -2.134822E-02               	               5.985063E-04               	              -16.50764 
-0.0167605    	               32555.05     	              -73.1774      	              -2.135609E-02               	               5.985063E-04               	              -16.51373 
-0.0167105    	               32653.76     	              -74.97552     	              -0.0213773    	               6.049415E-04               	              -16.70786 
-0.0166605    	               32750.4      	              -77.14542     	              -2.139249E-02               	               5.985063E-04               	              -16.54187 
-0.0166105    	               32844.91     	              -78.94354     	              -2.140168E-02               	               6.049415E-04               	              -16.72692 
-0.0165605    	               32937.29     	              -81.11343     	              -2.143062E-02               	               5.985063E-04               	              -16.57136 
-0.0165105    	               33027.6      	              -82.91156     	              -2.144968E-02               	               5.920712E-04               	              -16.40776 
-0.0164605    	               33115.77     	              -84.70969     	              -2.145883E-02               	               6.049415E-04               	              -16.77159 
-0.0164105    	               33201.84     	              -86.50781     	              -0.02148      	               5.920712E-04               	              -16.43096 
-0.0163605    	               33285.67     	              -88.30594     	              -2.150286E-02               	               5.920712E-04               	              -16.44844 
-0.0163105    	               33367.19     	              -90.10406     	              -0.0215184    	               5.985063E-04               	              -16.63924 
-0.0162605    	               33446.37     	              -91.90219     	              -2.154982E-02               	               5.920712E-04               	              -16.48437 
-0.0162105    	               33523.25     	              -93.70032     	              -2.156745E-02               	               5.920712E-04               	              -16.49785 
-0.0161605    	               33597.83     	              -95.49844     	              -2.159707E-02               	               5.985063E-04               	              -16.70007 
-0.0161105    	               33670.15     	              -97.29657     	              -2.162064E-02               	               5.920712E-04               	              -16.53854 
-0.0160605    	               33740.23     	              -99.0947      	              -2.164844E-02               	               5.920712E-04               	              -16.55981 
-0.0160105    	               33808.11     	              -101.2646     	              -2.167018E-02               	               5.920712E-04               	              -16.57643 
-0.0159605    	               33873.85     	              -103.0627     	              -2.169098E-02               	               5.920712E-04               	              -16.59235 
-0.0159105    	               33937.45     	              -104.8608     	              -2.171342E-02               	               5.920712E-04               	              -16.60951 
-0.0158605    	               33998.8      	              -106.659      	              -2.173494E-02               	               5.920712E-04               	              -16.62597 
-0.0158105    	               34057.87     	              -108.4571     	              -2.176969E-02               	               5.920712E-04               	              -16.65255 
-0.0157605    	               34114.75     	              -110.2552     	              -2.178802E-02               	               5.920712E-04               	              -16.66658 
-0.0157105    	               34169.43     	              -112.0533     	              -2.181959E-02               	               5.920712E-04               	              -16.69072 
-0.0156605    	               34221.81     	              -113.8515     	              -2.185792E-02               	               5.920712E-04               	              -16.72005 
-0.0156105    	               34271.9      	              -115.6496     	              -2.187726E-02               	               5.920712E-04               	              -16.73484 
-0.0155605    	               34319.84     	              -117.4477     	              -2.190722E-02               	               5.985063E-04               	              -16.93989 
-0.0155105    	               34365.66     	              -119.2458     	              -2.194522E-02               	               5.920712E-04               	              -16.78682 
-0.0154605    	               34409.31     	              -121.044      	              -2.197321E-02               	               5.985063E-04               	              -16.99092 
-0.0154105    	               34450.73     	              -122.8421     	              -2.199247E-02               	               5.985063E-04               	              -17.00582 
-0.0153605    	               34489.98     	              -124.6402     	              -2.202235E-02               	               5.985063E-04               	              -17.02892 
-0.0153105    	               34527.08     	              -126.4384     	              -2.206927E-02               	               6.049415E-04               	              -17.24868 
-0.0152605    	               34562.05     	              -128.2365     	              -2.209584E-02               	               6.049415E-04               	              -17.26946 
-0.0152105    	               34594.73     	              -130.0346     	              -2.212398E-02               	               6.049415E-04               	              -17.29145 
-0.0151605    	               34625.09     	              -131.8327     	              -2.215111E-02               	               5.985063E-04               	              -17.12849 
-0.0151105    	               34653.31     	              -133.6309     	              -2.218237E-02               	               6.049415E-04               	              -17.33708 
-0.0150605    	               34679.3      	              -135.429      	              -0.0222113    	               6.049415E-04               	              -17.3597 
-0.0150105    	               34703        	              -137.2271     	              -0.0222521    	               6.049415E-04               	              -17.39158 
-0.0149605    	               34724.63     	              -139.0252     	              -2.229184E-02               	               6.049415E-04               	              -17.42265 
-0.0149105    	               34744.24     	              -140.8234     	              -2.232538E-02               	               6.049415E-04               	              -17.44885 
-0.0148605    	               34761.7      	              -142.6215     	              -2.234497E-02               	               6.049415E-04               	              -17.46417 
-0.0148105    	               34777        	              -144.4196     	              -2.237896E-02               	               6.049415E-04               	              -17.49073 
-0.0147605    	               34790.16     	              -146.2177     	              -2.241703E-02               	               6.049415E-04               	              -17.52049 
-0.0147105    	               34801.16     	              -148.0159     	              -2.245532E-02               	               6.049415E-04               	              -17.55042 
-0.0146605    	               34809.89     	              -149.814      	              -2.248094E-02               	               6.049415E-04               	              -17.57044 
-0.0146105    	               34816.37     	              -151.6121     	              -2.251836E-02               	               6.049415E-04               	              -17.59968 
-0.0145605    	               34820.77     	              -153.4102     	              -2.255598E-02               	               5.985063E-04               	              -17.44155 
-0.0145105    	               34823.14     	              -155.2084     	              -2.258991E-02               	               6.049415E-04               	              -17.6556 
-0.0144605    	               34823.3      	              -157.0065     	              -2.263304E-02               	               6.049415E-04               	              -17.68931 
